Description,DangerousEquipment,EquipmentProximity,WorkerMovement,Slips,LeadingEdge,Confinedspace,Hazardousmaterial,Heavymaterialmovement,Electricalsproximity,Hightempertureoperation
تهیه مصالح و طبقه بندی و تقسیمات داخلی عمودی و افقی کمدها و گنجه ها با نئوپان به ضخامت حدود ١۶ میلی‌متر با تکیه گاه های لازم و نصب نوار PVC در لبه نمایان آن، برحسب سطوح نصب‌شده طبقات و تقسیمات داخلی.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه و نصب شیشه ۴ میلی‌متری بازتابنده به رنگ طلایی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب فتیله چوبی از چوب داخلی، به ابعاد اسمی 1*1 سانتی‌متر یا مقطع معادل آن. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
دیوار آجری به ضخامت ۵ تا ۶ سانتی‌متر، با آجر فشاری و ملات گچ‌ و خاک.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه، ساخت و نصب تیر اصلی، از دو یا چند تیرآهن یا ناودانی به همراه ورق‌های تقویتی و بست های افقی یا مایل.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه مصالح و رنگ آمیزی با رنگ پلی استر روی کارهای چوبی,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
حمل سیمان پاکتی، مصالح سنگی، آهن آلات، آجر و بلوک، هرگاه فاصله محل تهیه تا محل کارگاه، بیش از ٣٠ کیلومتر و تا ٣٠٠ کیلومتر باشد، برای تمام طول مسیر پس از کسر ٣٠ کیلومتر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه، بریدن، خم کردن و کار گذاشتن میلگرد آجدار به قطر٢٠ تا ۴٠ میلی‌متر، برای بتن  مسلح با سیم‌پیچی لازم.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب سنگ پلاک گرانیت مشکی الموت (قزوین) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه و نصب سنگ پلاک مرمریت کرم یا صورتی کرمان (کرمان) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تسطیح بستر خاک‌ریزها یا سطوح کنده‌شده (به‌جز شیروانی‌ها) با گریدر یا سایر وسایل مکانیکی.,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
پر کردن حفره های بلوک های سیمانی تو خالی با ملات ماسه سیمان 1:5 به ازای هر مترمکعب حجم بلوک چینی.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
اندود گچ و خاک به ضخامت تا ٢٫۵ سانتی‌متر، روی سطوح قائم.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ابزار زدن روی درهای تمام چوب,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
اندود گچ به ضخامت تا ١٫۵ سانتی‌متر، روی سطوح قائم,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
حمل سیمان پاکتی، مصالح سنگی، آهن آلات، آجر و بلوک، هرگاه فاصله محل تهیه تا محل کارگاه، بیش از ٣٠ کیلومتر و تا ٧۵٠ کیلومتر باشد، برای تمام طول مسیر پس از کسر ٣٠ کیلومتر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و اجرای پوشش سطوح قائم به‌وسیله تخته تراشه جهت دار به ضخامت حدود ١٨ میلی‌متر.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه و نصب میل مهار جوشی از میلگرد ساده تا قطر ۴٠ میلی‌متر، با متعلقات سرمهار و جوشکاری لازم به طورکامل.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
تهیه، ساخت و نصب چهارچوب، در و پنجره فولادی از پروفیل های توخالی، با جاسازی و دستمزد نصب یراق‌آلات همراه با جوش کاری و ساییدن لازم.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه و نصب سنگ پلاک چینی سفید قروه (کردستان) درسطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تعبیه و جاسازی بازشو یا سوراخ در کارهای آلومینیومی، به قطر تا ١۵ سانتی‌متر یا سطح معادل آن.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
 سنگ چینی در کف با سنگ لاشه.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 تهیه و نصب تایل آلومینیومی به ابعاد حدود ۶٠*60 سانتی‌متر و به ضخامت ٠٫۵ میلی‌متر ، با پوشش رنگ پودری الکترواستاتیک به ضخامت ۶٠ تا ٨٠ میکرون.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
تهیه و نصب در تمام چوب از چوب نراد خارجی به ضخامت بیش از ۵ تا ۶ سانتی‌متر.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
کندن زمین در زمین‌های سنگی و ریختن مواد کنده‌شده به کنار محل‌های مربوط.,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
تهیه مصالح و اجرای رنگ الکیدی کرومات روی به طریق بدون هوا، روی اسکلت فولادی در یک قشر به ضخامت خشک ۴٠ میکرون.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
هیه و اجرای ماستیک آب بند پلی یورتان برای مصرف در درزها با پرداخت سطح به‌طور کامل.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
تهیه و نصب سنگ پلاک بادبر به ابعاد ١۵×٣٠ سانتی‌متر از سنگ مرمریت قرمز بوانات (فارس).,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
دیوار یک آجره و نماسازی یک طرفه با آجر ماشینی سوراخ دار مخصوص نما به ابعاد آجرفشاری و ملات ماسه سیمان 1:5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
تهیه و نصب کف‌پوش P.V.C از نوع رسانای جریان الکتریسیته، به‌صورت رول و با ضخامت ۵٫١ تا ٢ میلی‌متر به انضمام شبکه بندی با استفاده از نوارهای مسی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تعبیه و جاسازی بازشو یا سوراخ روی پوشش های چوبی، به سطح بیش از ٠٫٢۵ مترمربع.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه و نصب حباب نورگیر آکریلیک به هر رنگ با ضخامت اسمی ٣ میلی‌متر و به مساحت تا ٠٫۵ مترمربع.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تعبیه و جاسازی بازشو یا سوراخ در صفحات سیمانی الیاف دار، به قطر بیش از ١۵ سانتی‌متر تا ٢۵ سانتی‌متر یا سطح معادل آن.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
پرکردن درز بین پانل‌های پلی یورتان و همچنین در محل تلاقی عایق با سطوح مختلف به طریق تزریق پلی یورتان برحسب وزن مصرفی.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
تهیه و اجرای ژئوممبرین (زمین غشا) از جنس پلی اتیلن (Linear Low Density Poly Ethylene) خطی سبک به ضخامت یک میلی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه و نصب شیشه ۴ میلی‌متری ساده.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
برچید ن فرش کف از سنگ‌های لاشه ریشه‌دار یا قلوه، همراه با ملات مربوط.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
حمل مواد حاصل از عملیات خاکی یا خاک‌های توده شده، وقتی‌که فاصله حمل بیش از ۵٠٠ متر تا ١٠ کیلومتر باشد، برای هر کیلومتر مازاد بر ۵٠٠ متر اول، برای راه‌های آسفالتی(کسر کیلومتر به نسبت قیمت یک کیلومتر محاسبه می‌شود).,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و اجرای بتن آسفالتی با سنگ شکسته برای قشر آستر، هرگاه دانه بندی مصالح صفر تا ١٩ میلی‌متر باشد.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
تهیه و نصب سنگ پلاک تراورتن کرم طبس (خراسان جنوبی) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
مضرس کردن، آجدار کردن یا راه راه کردن سطح بتن تازه ریخته شده در رامپ ها و موارد مشابه.,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
تهیه وسایل و قالب بندی با استفاده از تخته نراد خارجی، در پله‌های بتنی شامل تمام یا برخی از اجزاء نظیر تیر، دال، دست‌انداز، کف پله و مانند آن به‌طور کامل در هر ارتفاع و به هر شکل.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه مصالح و اجرای عملیات تزریق تا ٣٠ لیتر دوغاب درمتر طول مهار.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
لجن برداری در صورت لزوم استفاده از بیل هیدرولیکی یا وسیله مشابه در زمین‌های لجنی و حمل و تخلیه مواد کنده‌شده تا فاصله ٢٠ متر از مرکز ثقل برداشت.,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
عایق کاری رطوبتی، با عایق پیش‌ساخته درجه یک متشکل از قیر پلاستیکی، الیاف پلی استر نوع ترموباند به ضخامت ۴ میلی‌متر به انضمام قشر آستر برای سطوح حمام ها، توالت ها، روی پی‌ها و مانند آن.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
تهیه مصالح و اجرای ملات به رنگ خاکستری و با ضخامت یک سانتی‌متر، به‌منظور سخت سازی بتن  برای افزایش مقاومت در مقابل سایش، روی بتن  کف.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
تهیه، مونتاژ و جاگذاری کابل بدون روکش در سقف های پیش‌تنیده بتنی که به روش محصور اجرا می‌گردد، به همراه عملیات کشش و کلیه متعلقات مربوط.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب قرنیز چوبی از چوب نراد خارجی به ضخامت ١ تا ١٫۵ سانتی‌متر.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه مصالح و اجرای تا دو دست سابروی سطوح موزاییک شده.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
حمل سیمان پاکتی، مصالح سنگی، آهن آلات، آجر و بلوک، هرگاه فاصله محل تهیه تا محل کارگاه، بیش از ٧۵٠ کیلومترباشد، برای تمام طول مسیر پس از کسر ٣٠ کیلومتر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه وسایل و قالب بندی با استفاده از قالب فولادی برای سقف های مرکب.,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
تعبیه و جاسازی بازشو یا سوراخ در کارهای آلومینیومی، به سطح بیش از ٠٫٢۵ مترمربع.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه وسایل و قالب بندی با استفاده از قالب فولادی در دیوارهای بتنی که ارتفاع دیوار بیش از ۵٫۵ متر و حداکثر٧٫5 متر باشد.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
نماسازی به‌ ردیف های بنایی با سنگ قواره، درصورتی‌که سنگ قواره به‌صورت نما و به شکل موزاییکی درز شده اجرا شود.,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
تهیه، ساخت و نصب در یا پنجره U.P.V.C به همراه نوار لاستیک آب بند و ورق تقویتی گالوانیزه.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب فونداسیون دیوارهای بتنی پیش‌ساخته محوطه با عیار ٣۵٠ کیلوگرم سیمان در هر مترمکعب.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
فرش کف با موزاییک ماشینی پرسی تک لایه آج دار (حیاطی) با ملات ماسه سیمان 1:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
نماچینی نیم آجره با آجر ماشینی سوراخ دار مخصوص نما به ابعاد آجرفشاری و ملات ماسه سیمان 1:5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
 تهیه و نصب توری پرسی با مفتول سیاه برای نرده و حصار محوطه.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
تهیه و نصب سنگ پلاک چینی نیریز (فارس) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
برچیدن هر نوع اسکلت فولادی ساختمان، برج آب فولادی و مانند آن، با هر نوع تیرآهن، ناودانی، نبشی، لوله و ورق و سایر پروفیل‌های فولادی، با هرگونه اتصال.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
اندود تگرگی (قشر رویه)، در یک دست به ضخامت حدود ٢ میلی‌متر برای سطوح قائم و افقی و یا زیر سقف، با ملات سیمان رنگی (غیر از سفید) و پودر و خاک سنگ ١:١:٣,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
برچیدن صفحات رابیتس از سطوح کاذب همراه اندود روی آن در صورت وجود.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه مصالح و اجرای رنگ روغنی روی سطوح گچی یا صفحات گچی دیوارها و سقف ها.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
تهیه، ساخت و نصب در کمد و گنجه از MDF به ضخامت حدود ١۶ میلی‌متر و نصب نوار PVC در محیط آن به همراه یراق کوبی.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
لیسه ای کردن سطح بتن  تازه ریخته شده به هر روش.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب پوشش یک روی در، با تخته لایه به ضخامت حدود ۶ میلی‌متر، با پرس کردن.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
عایق کاری رطوبتی، با یک قشر اندود قیر.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
دیوار آجری به ضخامت ۵ تا ۶ سانتی‌متر با آجر ماسه آهکی به ابعاد آجرفشاری و ملات گچ‌ و خاک.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه وسایل و قالب بندی با استفاده از قالب فولادی در ستون‌ها و شناژهای قائم با مقطع چهارضلعی که ارتفاع بیش از ۵٫۵ متر و حداکثر ٧٫۵ متر باشد.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
بنایی با سنگ قواره و ملات ماسه آهک ١:٣ در دیوارها و سایر محل‌هایی که بالاتر از پی قرار دارند.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
تهیه و اجرای بتن آسفالتی با سنگ شکسته برای قشر آستر، هرگاه دانه بندی مصالح صفر تا ٢۵ میلی‌متر باشد.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
تخریب کلی ساختمان‌های با مصالح خشتی و چینه‌ای.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
تهیه، حمل، ریختن، پخش و تسطیح هر نوع خاک زراعتی.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
بنایی با بلوک سیمانی سبک توخالی کف پر متشکل از سبکدانه های حاصل از فرآوری مواد طبیعی به ضخامت حدود ٢٠ سانتی‌متر با ملات ماسه سیمان 1:5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب روکش از ABS به ضخامت حدود 1.2 میلی‌متر، با پرس کردن.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
اضافه بهای نماسازی نسبت به‌ ردیف های دیوارچینی با آجر فشاری درصورتی‌که در نما از آجر ماشینی سوراخ دار مخصوص نما به ابعاد آجر فشاری استفاده شود.,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
تخریب بتن غیرمسلح.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
شفته ریزی با خاک تهیه شده مناسب شن دار از خارج محل تا فاصله ۵٠٠ متر، و ١۵٠ کیلوگرم آهک شکفته در مترمکعب شفته.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه، ساخت و نصب تیرچه خرپایی (تیرچه فولادی با جان باز) از نبشی، سپری، ورق و میلگرد به همراه اتصالات مربوط.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه مصالح و اجرای اندود پاششی پایه گچی مقاوم در برابر شکل با H و I آتش، روی سطوح فولادی برای مقاطع ضریب مقطع بیش از ٩٠ تا ٢٠٠ متر بر مترمربع، برای ۶٠ دقیقه مقاومت در برابر آتش و دمای بحرانی ۵۵٠ درجه سانتی گراد.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
اضافه بها به‌ ردیف های نماچینی، درصورتی‌که آجرها به صورت هره چیده شود (اندازه‌گیری روی سطح قابل رویت).,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
تهیه و نصب جدول‌های بتنی پیش‌ساخته پلیمری رنگی با ملات ماسه سیمان 1:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
بنایی با بلوک سیمانی سبک توخالی کف پر تهیه شده از پرلیت منبسط شده و سبکدانه های حاصل از فرآوری مواد طبیعی به ضخامت حدود ١۵ سانتی‌متر با ملات ماسه سیمان 1:5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه مصالح و پوشش درزهای ساختمانی با قطعات آلومینیومی با پوشش آنادایز غیررنگی به ضخامت ١٠ میکرون.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
برچیدن فرش کف آجری، موزاییکی یا کف‌پوش‌های بتنی همراه با ملات مربوط.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
شیار انداختن و کندن آسفالت به عرض تا ٨ سانتی‌متر عمق تا ١٠ سانتی‌متر با ماشین شیار زن.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه، ساخت و اجرای سازه نگهبان فولادی از تیرآهن، ناودانی، نبشی، سپری، ورق و مانند آن، برای آن قسمت از سازه نگهبان که در کار باقی نمی ماند.,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
اجرای سقف  تیرچه و بلوک به ضخامت ٢٠ سانتی‌متر با تیرچه پاشنه بتنی و بلوک توخالی بتنی، شامل تهیه تمام مصالح به‌استثنای میلگرد، و تهیه تجهیزات لازم به‌طورکامل.,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
تهیه پیونده ها و قطعات انتهای سر اعضا، به روش براده برداری، کوبن کاری یا آهنگری با وزن قطعات تا ٢۵٠ گرم برای سازه‌های فضا کار.,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
برچیدن تخته زیر شیروانی یا توفال سقف .,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
تهیه و نصب جدول‌های بتنی پیش‌ساخته با سطح مقطع تا ٠٫٠۵ مترمربع با بتن  به عیار ٢۵٠ کیلوگرم سیمان در مترمکعب و ملات ماسه سیمان 1:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
پخش، آب‌پاشی، تسطیح و کوبیدن قشرهای اساس به ضخامت تا ١٠ سانتی‌متر با حداقل ١٠٠ درصد تراکم به روش آشتو اصلاحی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و اجرای ژئواسپیسر از جنس پلی اتیلن سنگین به وزن۶٠٠ گرم بر مترمربع.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
شمشه گیری سطوح قائم و سقف ها، با ملات گچ‌ و خاک یا گچ.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و اجرای ژئوتکستایل نبافته سوزنی از جنس پلی استر به وزن ٢٠٠ گرم در هر مترمربع.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه، ساخت و نصب لوله ناودانی از جنس P.V.C برای مصرف روکار به قطر تا ١٢۵ میلی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب شیشه‌ایمنی آبدیده حرارتی به ضخامت ١٠میلی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
نصب ورق‌های تخت پلیمری ردیف های ٢٣٠۵٠٢ ، ٢٣٠۵٠٣ و ٢٣٠۵٠۵ با تمام وسایل نصب.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب سنگ پلاک آهک بوژان (کرمانشاه) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه و نصب کف‌پوش P.V.C، به‌صورت تایل به ابعاد مختلف و با ضخامت ١٫۵ تا ٢ میلی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و اجرای آسفالت بام به ضخامت ١٫۵ تا ٢ سانتی‌متر,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
عایق کاری رطوبتی، با عایق پیش‌ساخته درجه یک متشکل از قیر پلاستیکی، الیاف پلی استر نوع ترموباند به ضخامت ٣ میلی‌متر به انضمام قشر آستر برای سطوح حمام ها، توالت ها، روی پی‌ها و مانند آن.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
بندکشی با ملات ماسه‌بادی و سیمان 1:4 روی سطوح سنگی با سنگ قلوه، قواره یا لایه‌لایه.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه مصالح و اجرای نماسازی رزینی ترکیبی از نوع امولوسیونی کوپلیمر.,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
پخ زدن یا تعبیه چفت در لبه سنگ‌های پلاک از نوع گرانیت برحسب هر متر طول لبه سنگ به ازای هر بار.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه و نصب دریچه آدم رو از جنس کوپلیمر با کلاف مربوط به قطر حدود ٨٠ سانتی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب روکوب از جنس  MDF به ضخامت حدود 8 میلی‌متر، روی چهارچوب چوبی یا فولادی.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
برچیدن عایق رطوبتی، اعم از قیر و گونی، عایق پیش‌ساخته و مانند آن.,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
اجرای سقف تیرچه و بلوک به ضخامت ٣۵ سانتی‌متر با تیرچه پاشنه بتنی و بلوک توخالی بتنی، شامل تهیه تمام مصالح به‌استثنای میلگرد، و تهیه تجهیزات لازم به‌طور کامل,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
دیوار یک آجره با آجر ماسه آهکی به ابعاد آجر فشاری و ملات ماسه سیمان 1:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب دریچه انشعاب از جنس کوپلیمر با کلاف مربوط به قطر حدود ٢٣ سانتی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
هزینه بافت و نصب شبکه های سازه فضا کار با انحنا در دو امتداد (گنبدها) نسبت به هزینه تهیه و آماده سازی قطعات.,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
تهیه، بریدن، خم کردن و کار گذاشتن میلگرد آجدار به قطر تا ١٠ میلی‌متر، برای بتن  مسلح با سیم‌پیچی لازم.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب سنگ پلاک گرانیت سفید نطنز (اصفهان) درسطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه وسایل، ساخت قالب چوبی و تعبیه بازشو و جایگذاری آن برای بتن ریزی و خارج کردن آن. اندازه‌گیری برحسب سطح جانبی بتن  محل بازشو.,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
تهیه و نصب سنگ پلاک گرانیت هلویی تایباد (خراسان رضوی) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
حمل مواد حاصل از عملیات خاکی یا خاک‌های توده شده، وقتی‌که فاصله حمل بیش از ١٠٠ متر تا ۵٠٠ متر باشد، ازای هر ١٠٠ متر مازاد بر ١٠٠ متر اول (کسر ١٠٠ متر تناسب محاسبه می‌شود).,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه مصالح و اجرای رنگ روغنی روی سطوح سیمانی و بتنی شامل آستر و رویه.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
جابجایی درخت یا نهال درصورتی‌که محیط بن آن تا ۴٠سانتی‌متر باشد.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه، ساخت و جا گذاری شبکه، داخل کلاف چوبی در، با شبکه مقوایی لانه زنبوری.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
آب‌پاشی و کوبیدن زمین طبیعی یا بستر خاک‌ریزها یا سطوح کنده‌شده و مانند آن‌ها، تا عمق ١۵ سانتی‌متر با تراکم ٨۵ درصد به روش پروکتور اصلاحی.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
حمل دریایی سیمان پاکتی، مصالح سنگی، آهن آلات، آجرو بلوک، مازاد بر ٣٠ مایل تا فاصله ۶٠ مایل دریایی.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه ورق‌های موج‌دار P.V.C به ضخامت ٢ میلی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه، ساخت و نصب نگهدارنده لوله‌ها در تصفیه خانه های آب و فاضلاب یا ابنیه آبی و مانند آن از تیرآهن، ناودانی، نبشی، ورق و مانند آن به ارتفاع تا ۴ متر.,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
تهیه مصالح و اجرای رنگ اپوکسی پلی آمین دو جزئی به طریق بدون هوا، روی اسکلت فولادی در یک قشر به ضخامت خشک ۴٠ میکرون.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
تهیه و نصب کاشی های سرامیکی مقاوم در برابر اسید.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
